Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Supplier,Item_Type,Item_MRP,Sale_Date,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDY10,17.6,low fat,0.049067877,Girthbrin,Snack Foods,115.6176,22/11/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2519.3872
FDC09,15.5,regular,0.026355345,Loresgunk,Fruits and Vegetables,100.8332,28/02/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1537.998
FDT19,7.59,regular,0.145631695,Laxnod,Fruits and Vegetables,172.808,25/12/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2250.404
FDO34,12.98787955,low fat,0.029793955,Humorvane,Snack Foods,167.2816,14/06/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,5704.5744
NCV54,11.1,low fat,0.033160417,Bigshy,Household,119.6124,26/06/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,2251.7356
FDH57,13.22476938,low fat,0.035574413,Fitimp,Fruits and Vegetables,131.4284,14/09/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,5404.9644
FDA28,16.1,regular,0.047801883,Funvex,Frozen Foods,127.4362,18/02/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2265.0516
FDB05,5.155,low fat,0.083198341,Hadjiprom,Frozen Foods,246.0776,17/06/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,990.7104
FDK45,12.55284314,low fat,0.059281315,Funvex,Seafood,111.586,31/08/2017,OUT019,1985,Small,Tier 1,Grocery Store,339.558
DRH01,11.84745989,low fat,0.171417316,Netpit,Soft Drinks,173.0738,19/06/2017,OUT019,1985,Small,Tier 1,Grocery Store,347.5476
FDY52,6.365,low fat,0.007348286,Fitimp,Frozen Foods,62.8536,02/03/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,796.2968
FDR48,11.65,low fat,0.0691693,Egopin,Baking Goods,152.6024,29/03/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,303.6048
FDY15,18.25,regular,0.170795745,Muralcell,Dairy,154.463,26/09/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,2190.482
FDM51,11.8,regular,0.025966531,Syriameal,Meat,102.2674,13/09/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,2444.8176
FDR43,18.2,low fat,0.161489509,Reeksmisc,Fruits and Vegetables,37.619,23/12/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,366.19
FDW09,13.65,regular,0.025899245,Soyvan,Snack Foods,81.1302,08/08/2017,OUT013,1987,High,Tier 3,Supermarket Type1,792.302
FDV44,8.365,regular,0.039906377,Shycrc,Fruits and Vegetables,191.3188,26/02/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1713.7692
DRH37,11.84745989,low fat,0.072864869,Sanvim,Soft Drinks,165.2526,27/01/2018,OUT019,1985,Small,Tier 1,Grocery Store,822.263
FDZ47,20.7,regular,0.079419755,Lovdom,Baking Goods,99.8042,13/07/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,1488.063
NCP43,17.75,low fat,0.03050705,Fewcad,Others,180.366,20/01/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2336.958
FDL26,18,low fat,0.073490977,Aportzeds,Canned,157.3972,08/04/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,778.986
DRM35,9.695,low fat,0.070843019,Wpmtov,Hard Drinks,177.7344,23/07/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1605.9096
FDM39,6.42,low fat,0.053688479,Leepad,Dairy,178.3002,09/10/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2328.3026
DRD15,10.6,low fat,0.056911107,Floatchug,Dairy,233.9642,06/05/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,3717.8272
NCK06,5.03,low fat,0.014472516,Shycrc,Household,122.0756,12/07/2017,OUT010,1998,Small,Tier 3,Grocery Store,121.1756
FDV04,7.825,regular,0.150319469,Soughscop,Frozen Foods,156.9288,07/01/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1571.288
FDG46,12.98787955,regular,0.032750291,Hahlee,Snack Foods,112.1518,11/07/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,5351.0346
FDO19,17.7,regular,0.016622448,Bigshy,Fruits and Vegetables,50.2034,07/01/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1166.4816
NCN05,8.235,low fat,0.014482153,Laxnod,Health and Hygiene,182.295,14/04/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,3661.9
DRA12,11.6,low fat,0.063972248,Soyvan,Soft Drinks,141.6154,25/03/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,3829.0158
FDJ02,17.2,regular,0.025205909,Dreamcoma,Canned,149.1418,18/09/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,1177.1344
NCK17,11,low fat,0.037971697,Hadjiprom,Health and Hygiene,38.948,27/10/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,519.324
FDO58,19.6,low fat,0.039544237,Fitimp,Snack Foods,163.6526,26/12/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1151.1682
FDB22,8.02,low fat,0.111613921,Chaoszulu,Snack Foods,152.6998,06/02/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,3383.5956
FDG33,5.365,regular,0.140524691,Piperfide,Seafood,172.7764,13/02/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,2233.0932
FDK58,11.35,regular,0.045073782,Forksjohn,Snack Foods,101.9016,13/08/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,2631.2416
DRH49,11.84745989,low fat,0.043168763,Floatchug,Soft Drinks,82.8592,30/07/2018,OUT019,1985,Small,Tier 1,Grocery Store,165.1184
FDT43,16.35,low fat,0.020547951,Netpit,Fruits and Vegetables,51.2324,21/03/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,571.2564
NCR38,17.25,low fat,0.113694957,Wpmtov,Household,253.4724,21/10/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,6040.1376
DRI39,13.8,low fat,0.097043739,Yamned,Dairy,57.493,09/05/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1358.232
NCZ05,8.485,low fat,0.058121214,Fitimp,Health and Hygiene,104.499,10/11/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1238.388
FDU21,11.8,regular,0.07665661,Lovdom,Snack Foods,32.3558,25/03/2018,OUT013,1987,High,Tier 3,Supermarket Type1,169.779
NCP54,15.35,low fat,0.035204319,Berryhypo,Household,122.873,23/11/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,2832.979
NCX29,10,low fat,0.089333332,Rantsknox,Health and Hygiene,145.6102,26/01/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,2624.5836
FDV01,19.2,regular,0.068129315,Soyvan,Canned,153.3314,04/11/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,3257.7594
NCS17,18.6,low fat,0.080956792,Hadjiprom,Health and Hygiene,95.2436,15/03/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1796.3284
NCN07,18.5,low fat,0.03391645,Randymeri,Others,130.9284,09/11/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1713.7692
FDB14,20.25,regular,0.102704495,Funvex,Canned,94.312,16/01/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,2982.784
NCJ18,12.35,low fat,0.163910938,Cspkit,Household,119.2124,26/10/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1303.6364
FDF57,14.5,regular,0.058827383,Skidssops,Fruits and Vegetables,172.2448,18/05/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2897.5616
DRG01,14.8,low fat,0.044840933,Eyecub,Soft Drinks,78.367,17/06/2017,OUT013,1987,High,Tier 3,Supermarket Type1,918.804
FDA02,14,regular,0.029843736,Arisemews,Dairy,143.9786,23/10/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,866.8716
DRJ37,10.8,low fat,0.061446997,Berryhypo,Soft Drinks,150.4024,19/06/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,2884.2456
NCP55,14.65,low fat,0.011180713,Hahlee,Others,53.8614,01/04/2018,OUT013,1987,High,Tier 3,Supermarket Type1,221.0456
FDW45,12.98787955,low fat,0.038822077,Fitimp,Snack Foods,147.7418,07/11/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,1618.5598
FDK38,6.65,low fat,0.053397989,Humorvane,Canned,149.3734,31/12/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,296.9468
NCZ30,6.59,low fat,0.043828293,Fitimp,Household,121.4098,28/03/2018,OUT010,1998,Small,Tier 3,Grocery Store,241.0196
FDK08,13.22476938,regular,0.214139786,Volfig,Fruits and Vegetables,102.4016,17/02/2018,OUT019,1985,Small,Tier 1,Grocery Store,202.4032
DRY23,9.395,regular,0.109075742,Funvex,Soft Drinks,42.9112,16/07/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,426.112
FDT31,19.75,low fat,0.012448294,Eyecub,Fruits and Vegetables,188.2872,20/01/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,2647.2208
FDU52,7.56,low fat,0.064030636,Lyerut,Frozen Foods,154.463,16/07/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2503.408
NCG19,20.25,low fat,0.14781046,Forksjohn,Household,234.8616,13/12/2017,OUT013,1987,High,Tier 3,Supermarket Type1,2812.3392
NCR30,20.6,low fat,0.071136948,Soughscop,Household,76.3696,09/05/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,372.848
FDN23,6.575,regular,0.07566089,Loresgunk,Breads,145.4444,20/07/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,2612.5992
FDQ01,19.7,regular,0.16102755,Egopin,Canned,254.1014,26/09/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,4845.0266
FDO22,13.5,regular,0.029893094,Dreamcoma,Snack Foods,81.096,20/08/2018,OUT010,1998,Small,Tier 3,Grocery Store,159.792
DRE13,6.28,low fat,0.027761289,Yamned,Soft Drinks,85.8198,27/09/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,872.198
FDL44,18.25,low fat,0.012272797,Micronard,Fruits and Vegetables,160.2894,27/06/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,3235.788
FDT34,9.3,low fat,0.174317307,Piperfide,Snack Foods,106.7964,07/01/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,841.5712
DRM23,16.6,low fat,0.135707553,Soughscop,Hard Drinks,170.6422,06/04/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1379.5376
FDF32,16.35,low fat,0.068219025,Betuhs,Fruits and Vegetables,198.9426,03/08/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,3559.3668
NCE18,10,low fat,0.021468792,Sanvim,Household,251.675,06/09/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,4244.475
FDA51,13.4260689,regular,0.163882129,Chaoszulu,Dairy,113.2518,15/02/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.554
DRZ24,7.535,low fat,0.082250143,Coynow,Soft Drinks,118.344,13/07/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,3115.944
FDT48,4.92,low fat,0.046026479,Scalebend,Baking Goods,196.5084,21/09/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,3769.7596
DRG11,6.385,low fat,0.064942556,Betuhs,Hard Drinks,108.9596,15/02/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,1186.4556
FDE58,18.5,low fat,0.052149675,Fitimp,Snack Foods,118.3124,27/10/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,1540.6612
DRA12,11.6,low fat,0.040911824,Yamned,Soft Drinks,142.3154,08/06/2018,OUT013,1987,High,Tier 3,Supermarket Type1,2552.6772
FDP60,17.35,low fat,0.056235142,Shycrc,Baking Goods,102.0016,27/04/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,1619.2256
FDT10,16.7,regular,0.062170334,Humorvane,Snack Foods,60.9562,19/07/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,829.5868
FDE05,10.895,regular,0.032427039,Lyerut,Frozen Foods,147.7102,17/05/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1166.4816
FDC32,18.35,low fat,0.099309997,Dampswiny,Fruits and Vegetables,91.4462,20/09/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1665.8316
FDJ22,18.75,low fat,0.05310896,Quaext,Snack Foods,193.6504,03/12/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,2876.256
NCH18,9.3,low fat,0.044843161,Eyecub,Household,246.1802,15/05/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2702.4822
DRE37,11.84745989,low fat,0.164966345,Borestabs,Soft Drinks,189.4872,08/10/2018,OUT019,1985,Small,Tier 1,Grocery Store,189.0872
DRC13,8.26,regular,0.032435437,Midnam,Soft Drinks,124.873,22/02/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,2956.152
FDG47,12.8,low fat,0.06961884,Rantsknox,Starchy Foods,260.3252,22/01/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,8132.0812
FDY55,16.75,low fat,0.08165147,Skidssops,Fruits and Vegetables,258.3988,20/10/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1541.9928
NCW29,13.14231395,low fat,0.028723187,Eyecub,Health and Hygiene,131.831,21/06/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3635.268
NCT05,10.895,low fat,0.020994339,Netpit,Health and Hygiene,255.6672,01/09/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,4346.3424
FDN50,16.85,regular,0.026561057,Airare,Canned,93.712,07/02/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,466.06
FDU60,20,regular,0.100262068,Betuhs,Baking Goods,169.6132,23/07/2018,OUT010,1998,Small,Tier 3,Grocery Store,169.1132
FDX02,16,low fat,0.057012606,Bigshy,Dairy,225.0404,17/07/2018,OUT013,1987,High,Tier 3,Supermarket Type1,5851.0504
FDL34,16,low fat,0.041009558,Hahlee,Snack Foods,141.2496,20/11/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2681.8424
DRF27,8.93,low fat,0.028578012,Volfig,Dairy,152.234,04/08/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,3828.35
FDZ35,9.6,regular,0.066255098,Hahlee,Breads,101.699,11/12/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2373.577
DRF03,13.4260689,low fat,0.045088724,Hahlee,Dairy,39.7138,08/02/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,1096.5726
NCO41,13.14231395,low fat,0.018757586,Vuggypelf,Health and Hygiene,96.9384,09/06/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,2167.8448
FDQ59,9.8,regular,0.056500895,Vuggypelf,Breads,85.8908,04/04/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1845.5976
NCZ53,9.6,low fat,0.024576875,Borestabs,Health and Hygiene,186.6214,11/02/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1884.214
FDZ33,12.98787955,low fat,0.188038372,Fewcad,Snack Foods,146.4076,21/08/2018,OUT019,1985,Small,Tier 1,Grocery Store,147.8076
FDD34,7.945,low fat,0.015908485,Soyvan,Snack Foods,161.421,29/06/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,3425.541
NCM06,7.475,low fat,0.075845634,Betuhs,Household,156.0656,18/03/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1853.5872
FDY43,14.85,low fat,0.098803088,Betuhs,Fruits and Vegetables,169.7474,14/08/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,673.7896
DRM23,16.6,low fat,0.227189581,Scalebend,Hard Drinks,173.9422,03/01/2018,OUT010,1998,Small,Tier 3,Grocery Store,172.4422
FDT20,10.5,low fat,0.041459804,Loresgunk,Fruits and Vegetables,39.2164,25/04/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,540.6296
FDG46,8.63,regular,0.032882271,Soughscop,Snack Foods,113.5518,15/09/2017,OUT013,1987,High,Tier 3,Supermarket Type1,2732.4432
FDH10,21,low fat,0.049583899,Randymeri,Snack Foods,193.8478,07/05/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1162.4868
FDF24,15.5,regular,0.02536567,Losesimps,Baking Goods,82.7934,24/02/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1228.401
FDG57,14.7,low fat,0.07229836,Piperfide,Fruits and Vegetables,48.2034,27/03/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,874.8612
FDN44,13.15,low fat,0.022924552,Loresgunk,Fruits and Vegetables,157.892,02/11/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1917.504
FDD32,17.7,regular,0.040897932,Hahlee,Fruits and Vegetables,82.6276,14/05/2018,OUT013,1987,High,Tier 3,Supermarket Type1,731.0484
FDI04,12.86706128,regular,0.127660257,Piperfide,Frozen Foods,198.5426,20/04/2018,OUT019,1985,Small,Tier 1,Grocery Store,790.9704
FDA56,9.21,low fat,0.008764786,Coynow,Fruits and Vegetables,123.1414,07/02/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,4264.449
DRG51,12.1,low fat,0.011604894,Dreamcoma,Dairy,166.0526,01/11/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1480.0734
FDZ04,9.31,low fat,0.038169783,Fitimp,Frozen Foods,64.551,07/03/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1581.275
FDT13,14.85,low fat,0.018568129,Arisemews,Canned,188.2214,16/11/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,3014.7424
FDY56,13.22476938,regular,0.062109174,Girthbrin,Fruits and Vegetables,223.7062,23/09/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,4965.5364
FDB51,6.92,low fat,0.038671588,Funvex,Dairy,64.2852,03/03/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,438.0964
NCY29,13.65,low fat,0.077169841,Fitimp,Health and Hygiene,55.593,08/09/2018,OUT013,1987,High,Tier 3,Supermarket Type1,282.965
FDL34,16,low fat,0.041028937,Eyecub,Snack Foods,142.6496,29/08/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1834.9448
NCQ38,16.35,low fat,0.013387211,Randymeri,Others,105.628,21/04/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,1065.28
NCR41,13.14231395,low fat,0.017936715,Ileumshun,Health and Hygiene,93.7094,13/12/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,4189.2136
FDY24,4.88,regular,0.223440258,Soyvan,Baking Goods,52.2298,20/05/2018,OUT010,1998,Small,Tier 3,Grocery Store,161.7894
NCA42,6.965,low fat,0.061322313,Soyvan,Household,159.6604,04/04/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,3327.6684
FDB11,16,low fat,0.060942632,Cspkit,Starchy Foods,225.6404,28/05/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2925.5252
FDG26,18.85,low fat,0.042641788,Loresgunk,Canned,257.833,02/01/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,5382.993
FDH24,20.7,low fat,0.021427082,Soyvan,Baking Goods,156.5288,02/06/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1571.288
FDX44,9.3,low fat,0.042930789,Lindymali,Fruits and Vegetables,88.5172,24/10/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1427.4752
FDT52,9.695,regular,0.047697859,Berryhypo,Frozen Foods,244.6144,27/02/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,2695.1584
FDT04,17.25,low fat,0.10764721,Syriameal,Frozen Foods,39.3822,22/01/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,314.2576
FDO58,19.6,low fat,0.039577173,Ifsgun,Snack Foods,166.1526,15/08/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2960.1468
FDR60,14.3,low fat,0.130415118,Muralcell,Baking Goods,75.9328,06/08/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,1158.492
NCL54,12.6,low fat,0.082921642,Flufur,Household,175.2054,06/07/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,3502.108
FDW50,13.1,low fat,0.075515154,Arisemews,Dairy,167.2158,13/11/2018,OUT013,1987,High,Tier 3,Supermarket Type1,3008.0844
FDK43,12.81734421,low fat,0.046994717,Sanvim,Meat,125.802,04/08/2017,OUT019,1985,Small,Tier 1,Grocery Store,253.004
FDQ32,17.85,regular,0.04679836,Lyerut,Fruits and Vegetables,123.8388,17/10/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,866.8716
FDE29,8.905,low fat,0.143129124,Rantsknox,Frozen Foods,58.8878,11/11/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,1151.1682
NCN07,18.5,low fat,0.034013539,Shycrc,Others,133.2284,04/11/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,2768.3964
FDB37,20.25,regular,0.022921735,Randymeri,Baking Goods,240.7538,08/04/2018,OUT013,1987,High,Tier 3,Supermarket Type1,3364.9532
FDD21,10.3,regular,0.030616757,Fewcad,Fruits and Vegetables,112.7176,26/04/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,343.5528
FDX16,17.85,low fat,0.06575528,Losesimps,Frozen Foods,151.505,06/05/2018,OUT013,1987,High,Tier 3,Supermarket Type1,2546.685
FDN46,7.21,regular,0.144856342,Forksjohn,Snack Foods,100.5332,25/04/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,1127.8652
FDV28,16.1,regular,0.267352587,Micronard,Frozen Foods,34.9558,12/11/2018,OUT010,1998,Small,Tier 3,Grocery Store,67.9116
FDR48,12.27710821,low fat,0.130867413,Soyvan,Baking Goods,150.8024,25/10/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,4402.2696
FDW37,12.30570501,low fat,0.123449671,Egopin,Canned,89.7488,25/11/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,1901.5248
FDV40,17.35,low fat,0.014689006,Cantouniv,Frozen Foods,74.5038,27/11/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,739.038
FDZ57,10,regular,0.037918142,Loresgunk,Snack Foods,129.6994,24/03/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1413.4934
FDY46,18.6,low fat,0.047964395,Humorvane,Snack Foods,185.0898,17/07/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2993.4368
FDX45,16.75,low fat,0.105018817,Leepad,Snack Foods,155.263,18/07/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1721.093
FDB33,17.75,low fat,0.014577412,Randymeri,Fruits and Vegetables,160.7262,02/05/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,2864.2716
FDT58,9,low fat,0.143870574,Volfig,Snack Foods,169.4816,15/01/2017,OUT010,1998,Small,Tier 3,Grocery Store,503.3448
FDM39,6.42,low fat,0.053553794,Reeksmisc,Dairy,178.6002,21/10/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,3582.004
NCY41,16.75,low fat,0.075889215,Yamned,Health and Hygiene,37.6532,16/12/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,575.2512
NCL31,7.39,low fat,0.120280989,Coynow,Others,142.747,11/01/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,3149.234
NCJ31,19.2,low fat,0.182653772,Scalebend,Others,243.0196,31/07/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,3374.2744
FDO23,11.34693627,low fat,0.25637539,Bigshy,Breads,94.8436,30/05/2017,OUT019,1985,Small,Tier 1,Grocery Store,567.2616
FDN56,5.46,regular,0.107036943,Flufur,Fruits and Vegetables,144.2786,22/07/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,288.9572
FDF04,17.5,low fat,0.065645239,Laxnod,Frozen Foods,258.3304,08/01/2018,OUT013,1987,High,Tier 3,Supermarket Type1,3358.2952
FDJ44,12.3,regular,0.106238768,Flufur,Fruits and Vegetables,176.1396,11/04/2018,OUT013,1987,High,Tier 3,Supermarket Type1,3663.2316
FDS50,17,low fat,0.055545797,Yamned,Dairy,220.5114,03/08/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,5321.0736
NCQ41,13.14231395,low fat,0.019386057,Dampswiny,Health and Hygiene,194.5794,14/02/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,3511.4292
FDA49,19.7,low fat,0.064921764,Vuggypelf,Canned,88.1198,15/06/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,1744.396
NCZ06,19.6,low fat,0.094694278,Floatchug,Household,254.9698,09/09/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,2536.698
NCM43,14.5,low fat,0.019554705,Chaoszulu,Others,162.421,08/11/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1957.452
FDH19,19.35,low fat,0.033060937,Lexlee,Meat,172.4738,07/04/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1911.5118
FDS15,9.195,regular,0.078181964,Leepad,Meat,106.7596,21/02/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,4098.6648
FDO50,16.25,low fat,0.068129315,Rantsknox,Canned,90.2804,27/11/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1653.8472
FDJ20,20.7,regular,0.100583009,Soughscop,Fruits and Vegetables,123.5388,20/08/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1981.4208
NCI31,20,low fat,0.136124989,Micronard,Others,38.319,23/08/2018,OUT010,1998,Small,Tier 3,Grocery Store,146.476
FDU20,13.22476938,regular,0.021353642,Quaext,Fruits and Vegetables,122.1098,03/08/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3374.2744
DRK13,11.8,low fat,0.115167579,Skidssops,Soft Drinks,199.8084,11/03/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,2380.9008
DRJ24,11.8,low fat,0.113559058,Fitimp,Soft Drinks,184.2924,08/09/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1850.924
FDI20,19.1,low fat,0.038641968,Sanvim,Fruits and Vegetables,212.1586,27/07/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,5909.6408
FDF10,15.5,regular,0.157246634,Micronard,Snack Foods,145.6418,17/10/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,2207.127
FDQ45,9.5,regular,0.010917052,Quaext,Snack Foods,185.3608,25/01/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,2021.3688
FDQ10,12.85,low fat,0.033172957,Eyecub,Snack Foods,172.0422,01/05/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,5345.7082
